"years","X15.16QA","X37.4QA","X39.8QA","X88.12QA","X89.12QA","X95.8QA","X117.8QA","X133.12QA","X138.8QA","X179.4QA","X184.4QA","X206.12QA","X210.8QA","X215.8QA","X223.4QA","X233.12QA","X237.8QA","X238.8QA","X261.16QA","X278.16QA","X18.16QR","X20.12QR","X21.8QR","X54.12QR","X63.8QR","X74.12QR","X77.QR","X92.QR","X94.16QR","X109.15QR","X118.QR","X129.16QR","X134.8QR","X135.4QR","X140.12QR","X165.QR","X172.12QR","X180.12QR","X182.12QR","X183.8QR","X187.12QR","X194.12QR","X205.8QR","X207.4QR","X213.12QR","X217.12QR","X224.QR","X227.11QR","X236.12QR","X239.4QR","X241.4QR","X245.8QR","X276.4QR","X277.12QR","X46.8QV","X62.8QV","X65.8QV","X178.8QV","X230.16QV","X274.8QV","X125.12QP","X22.12QM","X23.8QM","X79.8.QM"
1900,0.235624328809919,0.0132442704134516,NA,1.35817988668555,NA,NA,-0.0234325522482584,NA,0.128779979144943,NA,NA,0.934329199549042,NA,-0.304139582620595,-0.22251283063561,0.390820584144645,-0.293019480519481,1.48332015810277,2.2505846976278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.171979379556477,NA,0.0963624148190806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0348947330079406,NA,NA,NA,NA,NA,NA,NA,0.299090088212822,NA,NA,NA,0.521700356718193,NA,0.130844997407983,-0.132260947274352,-0.269949821948851,NA
1901,0.21256351499452,0.125079284536344,NA,1.6497341996456,NA,NA,-0.159134801081499,NA,0.0352724764313634,NA,NA,1.16160424653495,NA,-0.241781548250265,-0.183375733347178,0.560187118870604,-0.37453424129513,1.32606541129832,3.58719931271478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164913481887215,NA,0.143370917573872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0546881192042482,NA,NA,NA,NA,NA,NA,NA,0.500302984396304,NA,NA,NA,0.666038091646238,NA,0.267193155643304,-0.138247892773249,-0.27436748237246,NA
1902,0.188395595555332,0.0724923076923076,NA,1.12036575228595,NA,NA,-0.29757015742642,NA,-0.0442449503045848,NA,NA,1.39182134570766,NA,-0.165475339528234,-0.111400543146927,0.460269144504966,-0.405957656326933,0.808247422680412,5.35605663345569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24225920019258,NA,0.16702086553323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00697506614286854,NA,NA,NA,NA,NA,NA,NA,0.485908575746128,NA,NA,NA,0.765428151179894,NA,0.299270904534062,-0.0772363636363637,-0.269356363323881,NA
1903,0.0783126787416589,-0.00715051841258479,NA,0.87995013200352,NA,NA,-0.384007738191198,NA,-0.151966783216783,NA,NA,1.70368171021378,NA,-0.00988593155893533,-0.132498059651846,0.353790340866148,-0.390111218568665,0.545788272646096,7.246126340882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.377733026467204,-0.264021722733444,NA,0.0492715969193652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.095338322419707,NA,NA,NA,NA,NA,NA,NA,0.386335221004633,NA,NA,NA,0.779875807882398,NA,0.253519565458375,-0.00692910987588509,-0.186608744923978,NA
1904,-0.032124305112549,-0.0739969938721239,NA,0.349625587740175,NA,NA,-0.439737851662404,NA,-0.299094650205761,NA,NA,2.12610340479193,NA,0.200080515297906,-0.137948659700136,0.238636363636364,-0.397799139893752,0.23239083152083,5.65589950650516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.364195316903212,-0.297810572154349,NA,-0.0735357729907431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133461538461538,NA,NA,NA,NA,NA,NA,NA,0.317340791738382,NA,NA,NA,0.656957736432266,NA,0.178223127210374,-0.0667526359705682,-0.166576207628164,NA
1905,-0.130489864864865,-0.0208717712177122,NA,0.0346831824678418,NA,NA,-0.407401177460051,NA,-0.376605303964057,-0.321209233375688,NA,2.29837970039743,NA,0.449134655972984,-0.123950559701493,0.186810929261111,-0.272171651495449,0.0520373452992691,4.229657555765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.313580652221493,-0.290689281847708,NA,-0.139842127129206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211360123647604,NA,NA,NA,NA,NA,NA,NA,0.221696495919907,NA,NA,NA,0.49433880491901,NA,0.106003078501796,-0.0665854957765772,-0.131825981629151,NA
1906,-0.18970200856108,-0.0135228054091222,NA,-0.0505530629470036,NA,NA,-0.284133570440624,NA,-0.427034849610826,-0.401625935656571,NA,2.01060935799782,NA,0.873474920921825,-0.122074265266616,0.079551282051282,0.09672155466548,0.00962320412035781,2.83413672217353,NA,NA,NA,NA,NA,NA,NA,NA,-0.2869251662452,NA,NA,-0.26192742415229,-0.258210332103321,NA,-0.20077128915473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29964283000228,NA,NA,NA,NA,NA,NA,NA,0.118284453672463,NA,NA,NA,0.247672430172905,NA,-0.00493182477516691,-0.045289122523251,-0.121047924667263,NA
1907,-0.177423987526158,0.0712133992047235,NA,-0.110051078559669,NA,NA,-0.181570680628272,NA,-0.439307942224136,-0.359062885326757,NA,1.70599520383693,NA,1.42182172430589,-0.0984729123742577,0.0501188837442123,0.576189713186989,0.0748345265432933,2.01641791044776,NA,NA,NA,NA,NA,NA,NA,NA,-0.278037888064539,NA,NA,-0.220952011884002,-0.124969950891171,NA,-0.189670670916074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.323600404889823,NA,NA,NA,NA,NA,NA,NA,0.0690197558827231,NA,NA,NA,0.140594841200211,NA,-0.0348393106660455,-0.0600364359059291,-0.121192162028651,NA
1908,-0.214799304677623,0.0226966292134831,NA,-0.205566022923536,NA,NA,-0.148015202702703,NA,-0.46512559592965,-0.287537280594534,NA,1.17397207137316,NA,1.87693846923462,-0.131874737031917,-0.0459446507727327,1.09988229359341,0.0727308243260841,1.43696581196581,NA,NA,NA,NA,NA,NA,NA,NA,-0.29486484575684,NA,NA,-0.271973138455461,-0.0891613361762616,NA,-0.186069901936133,NA,NA,NA,NA,NA,NA,NA,NA,-0.757918684010967,NA,NA,NA,-0.364809888906274,NA,NA,NA,NA,NA,NA,NA,-0.0366680422095148,NA,NA,NA,-0.00244999598361296,NA,-0.0412153478979254,-0.18624919302776,-0.225897819581018,NA
1909,-0.165608933161954,0.0492780197112078,NA,-0.209504068785506,NA,NA,-0.0894137494727963,NA,-0.476610803774813,-0.160801515302562,NA,0.844790098678709,NA,2.15498519249753,-0.0930663700407861,-0.121789704019348,1.76897689768977,0.144573618237319,1.20937905031224,NA,NA,NA,NA,NA,NA,NA,NA,-0.302488190449465,NA,NA,-0.320388349514563,-0.0784789937289304,NA,-0.190544898998472,NA,NA,NA,NA,NA,NA,NA,NA,-0.751345044402671,NA,NA,NA,-0.437259488417717,NA,NA,NA,NA,NA,NA,NA,-0.0817087641973216,NA,NA,NA,-0.0346144664597755,NA,-0.00649469447493586,-0.266971536702673,-0.209631573193397,NA
1910,-0.17228301663177,0.10252330075017,NA,-0.188339965462873,NA,NA,-0.0384781668828362,-0.163527818808469,-0.47197144656729,-0.074634242783709,NA,0.556170770799942,NA,2.60914454277286,-0.0483021263091083,-0.189222222222222,2.24282433983927,0.178901126886102,1.04039469626889,NA,NA,NA,NA,NA,NA,NA,NA,-0.24768242196429,NA,NA,-0.334317292510469,-0.0524221771965371,NA,-0.165718287665237,NA,NA,NA,NA,NA,NA,NA,NA,-0.757019975829957,NA,NA,NA,-0.47139190821256,NA,NA,NA,NA,NA,NA,NA,-0.160669411324387,NA,NA,NA,-0.0388747802305137,NA,0.0455670670211791,-0.332171433098313,-0.240119727287844,NA
1911,-0.117127480382893,0.113654301499605,NA,-0.210803982761183,NA,NA,0.0532843362425356,-0.0634817180473179,-0.455890191897655,0.0574090459584657,NA,0.449522510231924,NA,2.74079254079254,-0.0493356220993071,-0.244953686352198,3.13537387017256,0.109014547446588,0.905328214252271,NA,NA,NA,NA,NA,NA,NA,NA,-0.279298957276959,NA,NA,-0.350798543009246,-0.0474788506689525,NA,-0.203519510328998,NA,NA,NA,NA,NA,NA,NA,NA,-0.741093992011087,NA,NA,NA,-0.485533929510784,NA,NA,NA,NA,NA,NA,NA,-0.226233149896501,NA,NA,NA,-0.0773438973778533,NA,-0.0276984333073661,-0.373847510622946,-0.241497570734496,NA
1912,-0.050008461668641,0.118085838879963,NA,-0.195938529088913,NA,NA,0.146163215590743,0.165294821909608,-0.422772799156563,0.267601552992988,NA,0.212198375166727,NA,2.85481798715203,-0.108588536144203,-0.264563905650027,3.82428512225445,0.173698213606994,0.800759013282733,NA,NA,NA,NA,NA,NA,NA,NA,-0.3350108955069,NA,NA,-0.363878018164365,0.00798189182749574,NA,-0.266451452694313,NA,NA,NA,NA,NA,NA,NA,NA,-0.714390669482964,NA,NA,NA,-0.427388535031847,NA,NA,NA,NA,NA,NA,NA,-0.249262686870741,NA,NA,NA,-0.133557922190828,NA,0.0355107409031127,-0.423470996216898,-0.213525433695972,NA
1913,0.00892896609645032,0.16636658264314,NA,-0.257460503218256,NA,NA,0.382098926982465,0.389632107023411,-0.414729680977169,0.538777104903301,NA,0.0603997364375138,NA,2.65860215053763,-0.113113496932515,-0.287851719517642,4.10445986124876,0.185750962772786,0.615234516152345,NA,NA,NA,NA,NA,NA,NA,NA,-0.299256766231945,NA,NA,-0.366543381106488,0.0475936705747314,NA,-0.1947293951185,NA,NA,NA,NA,NA,NA,NA,NA,-0.636446607849102,NA,NA,NA,-0.335803532959931,NA,NA,NA,NA,NA,NA,NA,-0.235066312997348,NA,NA,NA,-0.17002491990032,NA,0.0559780686239829,-0.480141082656034,-0.262452107279693,NA
1914,0.0989124805800104,0.222249968785117,NA,-0.192688172043011,NA,NA,0.841369472182596,0.601853534435762,-0.351162517613903,0.788402485181747,NA,-0.050121016538927,NA,2.33679973163368,-0.107846366690823,-0.276433486238532,4.71875656374711,0.26588379038827,0.562146131032623,NA,NA,NA,NA,NA,NA,NA,NA,-0.260732617825478,NA,NA,-0.353453138850834,0.143109388458226,NA,-0.150620973013353,NA,NA,NA,NA,NA,NA,NA,NA,-0.542968289520217,NA,NA,NA,-0.336351531291611,NA,NA,NA,NA,NA,NA,NA,-0.23207577984648,NA,NA,NA,-0.18227802690583,NA,0.0988721120611243,-0.457693245549866,-0.251790894559233,NA
1915,0.126226323457989,0.123542574490637,NA,-0.164748135187402,NA,NA,1.15271075787681,0.60921912624699,-0.32884750302953,1.09008657671008,NA,-0.153118917415887,NA,1.90066996795805,-0.0893784107546918,-0.244186717442733,3.95229587278899,0.250137589433131,0.363450678841764,NA,NA,NA,NA,NA,NA,NA,NA,-0.272042587943498,NA,NA,-0.390434436030291,0.0779699821928262,NA,-0.131665378670788,NA,NA,NA,NA,NA,NA,NA,NA,-0.355259467040673,NA,NA,NA,-0.247427731504165,NA,NA,NA,NA,NA,NA,NA,-0.208801077682982,NA,NA,NA,-0.192539153132251,NA,0.141863054370013,-0.50448393934453,-0.296070224392512,NA
1916,0.197643114745771,0.0430994423791822,NA,-0.151405979506854,NA,NA,1.37951973502622,0.630310282930165,-0.342822035633832,1.25905061718168,NA,-0.148459383753501,-0.464827806122449,1.37168355041003,-0.120606708539356,-0.227064901134137,2.67320438252401,0.148946167270775,0.265843762500714,NA,NA,NA,NA,NA,NA,NA,NA,-0.247914888027845,NA,NA,-0.370033045861207,-0.0109439124487005,NA,-0.152240275726243,NA,NA,NA,NA,NA,NA,NA,NA,-0.0220013037809649,NA,NA,NA,-0.161892361111111,NA,NA,NA,NA,NA,NA,NA,-0.196402668987525,NA,NA,NA,-0.176349653544506,NA,0.198542274052478,-0.520965692503177,-0.283038065597319,NA
1917,0.127600139671771,-0.0458942632170979,NA,-0.16355184517598,NA,NA,1.56627430910952,0.706863157894737,-0.390603183468305,1.0851096575606,NA,-0.173431407302375,-0.484585115483319,0.935639581657281,-0.111111111111111,-0.210510635762379,1.59337196299685,0.0352519793892171,0.201330474462587,NA,NA,NA,NA,NA,NA,NA,1.02126195028681,-0.222055938009245,NA,NA,-0.267202785607694,-0.10168759811617,NA,-0.123941105284389,NA,NA,NA,NA,NA,NA,NA,NA,0.419726975581619,NA,NA,-0.265890314277411,-0.0656152872107748,NA,NA,NA,NA,NA,NA,NA,-0.218998293214055,NA,NA,NA,-0.196761663012961,NA,0.171025962744909,-0.52946876927143,-0.242645681094248,NA
1918,0.087446540880503,-0.174577016040431,NA,-0.153169623005089,NA,NA,1.91722428748451,0.843545508625818,-0.355478990337802,0.81780126269558,NA,-0.175216344009278,-0.429528846542049,0.625978090766823,-0.0699300699300699,-0.157028944559553,0.877962844330558,-0.0322913505311077,0.211310828583954,NA,NA,NA,NA,NA,NA,NA,0.576678445229682,-0.255706694294977,NA,NA,-0.0888044854404052,-0.126760563380282,NA,-0.0883534136546186,NA,NA,NA,NA,NA,NA,NA,NA,1.05855421686747,NA,NA,-0.261844693406311,-0.0424929178470255,NA,NA,NA,NA,NA,NA,NA,-0.207943210329845,NA,NA,NA,-0.188106454080606,NA,0.196266156055529,-0.472927409758033,-0.130963065239903,NA
1919,-0.047561738795552,-0.217671472258628,NA,-0.1577643973973,NA,NA,2.17508105604447,0.727187573179299,-0.330924069324629,0.497861724875267,NA,-0.155122393472348,-0.446341977651276,0.441958698372966,-0.0989370400654129,-0.0763884335453413,0.413653820686002,-0.111275038302219,0.179457095621567,NA,NA,NA,NA,NA,NA,NA,0.283950617283951,-0.298219733798237,NA,NA,0.169373776908024,-0.121705609314767,NA,-0.017720457166824,NA,NA,NA,NA,NA,NA,NA,NA,1.50964546402503,NA,NA,-0.299123237408537,0.0299007776883883,NA,NA,NA,NA,NA,NA,NA,-0.219863393021968,NA,NA,NA,-0.191147378832839,NA,0.196666973575177,-0.442831020759385,-0.108997856006639,-0.194518435440908
1920,-0.094978999618175,-0.33340206185567,NA,-0.241801951806114,NA,NA,2.6681654676259,0.641527481421529,-0.324532803180914,0.308086742869351,NA,-0.0946629213483147,-0.466370699223085,0.230622530990328,-0.127050820328131,-0.00328902288611768,0.207588363722193,-0.175838418750337,0.0549594478867563,NA,NA,NA,-0.299269198514436,NA,NA,NA,0.0906187434455144,-0.257722561696094,NA,NA,0.348870784778798,-0.159979783842625,NA,0.0121720881427072,NA,NA,NA,NA,NA,NA,NA,NA,2.07167934464599,NA,NA,-0.341150243295964,0.0759674425246322,NA,NA,NA,NA,NA,NA,NA,-0.181615492419416,NA,NA,NA,-0.222520325203252,NA,0.187478077867415,-0.386951364175563,0.0548544751623021,-0.160439880562231
1921,-0.145974872033504,-0.367925483446391,NA,-0.229592317107617,NA,NA,3.14522459659834,0.57004662815784,-0.303371703812556,0.221943295924394,NA,-0.0607058823529412,-0.448463100240805,0.146435692921236,-0.11736775229051,0.0840306339526307,-0.0671601013362477,-0.0756860592755215,0.0144493045657836,NA,NA,NA,-0.248345643171242,NA,NA,NA,0.0683719714136307,-0.149985567903016,NA,NA,0.596353042727665,-0.152549004264643,NA,0.0523001387554701,NA,NA,NA,NA,NA,NA,NA,NA,2.59036523929471,NA,NA,-0.325775629746765,0.106193397604441,NA,NA,NA,NA,NA,NA,NA,-0.15170298838575,NA,NA,NA,-0.21165405847475,NA,0.243390011573044,-0.350576184379001,0.133911077618689,-0.174132159915755
1922,-0.227442771889196,-0.38561018166889,NA,-0.214822038030229,NA,NA,3.57321997874601,0.435112052912092,-0.302698215026982,0.120502857142857,NA,0.022406722016605,-0.473036114085467,0.0714365070547717,-0.0767562272600055,0.250018646975461,-0.269134954041749,-0.0437715889464594,-0.130434782608696,NA,NA,NA,-0.174956569443175,NA,NA,NA,0.0206513425385451,-0.0933915892954671,NA,NA,0.987811955890888,-0.157782767994327,NA,0.169713382983525,NA,NA,NA,NA,NA,NA,NA,NA,3.19581993569132,NA,NA,-0.3444200917369,-0.0119577308120134,NA,NA,NA,NA,NA,NA,NA,-0.110606881603901,NA,NA,NA,-0.229984531125883,NA,0.202201524132091,-0.336842105263158,0.0898011066247945,-0.155782418952618
1923,-0.260240963855422,-0.398991458269013,NA,-0.168058838980825,-0.0211848192854906,NA,3.37114182919901,0.328098676293622,-0.262152166255724,0.0188311963099318,NA,0.0659693454846728,-0.47188567878223,0.198698436023932,-0.0454676466349618,0.365475070555033,-0.383931345138242,0.00162390386489126,-0.206353467561521,NA,NA,NA,-0.149537124504062,NA,NA,NA,-0.0565514622104065,-0.0754452671602961,NA,NA,1.39143656489478,-0.194678145177069,NA,0.166373819459697,NA,NA,NA,NA,NA,NA,NA,NA,3.05774058577406,NA,NA,-0.340621269224467,-0.106642449403218,NA,NA,NA,NA,NA,NA,NA,-0.0738608780081837,NA,NA,NA,-0.2323067684653,0.414120287711065,0.180219412109539,-0.292772861356932,0.156473829201102,-0.122613389188754
1924,-0.294319252848942,-0.416590050056186,NA,-0.195258391049547,0.00446734157149547,NA,2.83033777502324,0.276800907543959,-0.255361505746086,-0.0642894221938266,NA,0.0809003078883109,-0.507281293500375,0.257162963707651,0.00095997636981233,0.384103336239005,-0.41109927645352,0.0381253686524746,-0.301605108733172,NA,NA,NA,-0.0997229916897507,NA,NA,NA,0.00765967033379641,-0.0797301562253433,NA,NA,1.61037018571607,-0.277964058320461,NA,0.21009234828496,NA,NA,NA,NA,NA,NA,NA,NA,3.16327057002837,NA,NA,-0.342461734070126,-0.0597913322632425,NA,NA,NA,NA,NA,NA,NA,-0.0457961151283142,NA,NA,NA,-0.237957357199263,0.253847986657136,0.246916645973015,-0.279976019184652,0.178271878461782,-0.109607022725408
1925,-0.297727370736125,-0.445073375262054,NA,-0.142227122381477,0.0416373115400873,NA,2.56487341772152,0.189664386489953,-0.205264658367386,-0.123670560137329,NA,0.091386669585203,-0.527901042822276,0.511247238401285,-0.0270408536139736,0.294068249484693,-0.390756908867884,0.160576711424169,-0.316311244272118,NA,NA,NA,-0.0141063229518173,NA,NA,NA,-0.0563032037017414,0.0542651763825987,NA,NA,1.94952268863607,-0.272369714847591,NA,0.28879741906775,NA,NA,NA,NA,NA,NA,NA,NA,2.63367413530563,NA,NA,-0.306175913677275,-0.0834635416666667,NA,NA,NA,NA,NA,NA,NA,-0.0191543700340522,NA,NA,NA,-0.212319849144704,0.107166808244288,0.254164296741692,-0.164856860809477,0.227021223883062,-0.0202307235558573
1926,-0.368648740351175,-0.396703419088985,-0.16428865413637,-0.189281579092463,0.0351253472100137,NA,2.33824382322236,0.182823887170346,-0.158200893320868,-0.156734753749679,NA,0,-0.502949413096586,0.607444320146446,0.00676240407263879,0.280633018360605,-0.34622182942996,0.323129052988257,-0.352715453026951,NA,NA,NA,-0.0268771572455158,NA,NA,NA,0.0199688326749538,0.062958435207824,NA,NA,1.83943193449335,-0.25663271721363,NA,0.357997444534789,NA,NA,NA,NA,NA,NA,NA,NA,1.68471921346442,NA,NA,-0.315985728465274,-0.0892024857586742,NA,NA,NA,NA,NA,NA,NA,0.00830324909747297,NA,NA,NA,-0.176805029120828,0.0069703004589141,0.273899294575529,-0.0838196286472148,0.242173804157275,-0.0496001325985165
1927,-0.339880557398806,-0.313723178495638,-0.260690110615816,-0.164058069638199,0.0585324171324813,NA,2.06630770764782,0.124327791208249,-0.0886699507389163,-0.147918511957484,NA,0.000214431221185781,-0.43822611697537,0.976932668329177,-0.0020417422867513,0.255396226415094,-0.244404374583513,0.528983308042489,-0.396869708480161,NA,NA,NA,-0.100753036882317,NA,NA,NA,0.137884062358105,-0.0162448700410396,NA,NA,1.4017422785383,-0.275241382323387,NA,0.357085299873374,NA,NA,NA,NA,NA,NA,NA,-0.0602556902646097,1.1965059588299,NA,NA,-0.265403647674254,-0.129604533694715,NA,NA,NA,NA,NA,NA,NA,0.0989449886963074,NA,NA,NA,-0.168542015800814,-0.0445013879991459,0.366273798730734,0.0458715596330275,0.265792511957776,-0.0746096009253903
1928,-0.261601813723222,-0.180220950352722,-0.328218084276847,-0.0623140206546473,-0.0251814495519132,NA,1.6789567581344,0.0512607753653253,-0.103195816385822,-0.106912303220205,0.58780487804878,0.00648999459167118,-0.36135881104034,1.38006630306919,-0.02359860046155,0.231491136600626,-0.112186593893911,0.777896255409898,-0.427931596091205,NA,NA,NA,-0.0139757908894217,NA,NA,NA,0.330508129253087,0.0184553210597217,NA,NA,1.04317189360857,-0.294433026539183,NA,0.361572348356489,NA,NA,NA,NA,NA,NA,NA,-0.0950171602898182,0.969682781224394,NA,NA,-0.235887038377987,-0.0339593516851042,NA,NA,NA,NA,NA,NA,NA,0.14710654407788,NA,NA,NA,-0.17168361021572,-0.121747749235979,0.341416566626651,0.14656632173095,0.260247855100095,-0.122921216193516
1929,-0.149911549153399,-0.0512355158453162,-0.371658965298541,-0.0604785240703373,-0.0455651478284057,NA,1.3872355944566,0.046730239074434,-0.147171564641654,-0.0434213656911729,0.558408888423039,0.0251099903423114,-0.288804265041889,1.7296300314636,-0.0192075015124018,0.178688059065739,0.031102159351726,0.93359724173158,-0.447956230783143,NA,NA,NA,-0.0555915053826696,NA,NA,NA,0.437563537783802,0.0723772214790751,NA,NA,0.622542046690653,-0.314627373701182,NA,0.298889837745517,NA,NA,NA,NA,NA,NA,NA,-0.0705512800376944,0.938610158928015,NA,NA,-0.125642976715873,0.00755110011717228,NA,NA,NA,NA,NA,NA,NA,0.174554346111374,NA,NA,NA,-0.14134311627433,-0.185288787329604,0.305301223359237,0.334942084942085,0.245750213459598,-0.105169262901401
1930,-0.0746229300706676,0.143983915867615,-0.409727776296691,0.119014213383761,-0.0357830445462392,NA,1.03775435155675,0.0908112953832364,-0.167765481516365,-0.0226214781543486,0.608540557307553,0.00558485882717972,-0.182945091514143,2.17068851007306,-0.0326228130491252,0.153581740684724,0.158221353530418,1.11191927134526,-0.411708528316302,NA,NA,NA,-0.147489599361714,NA,NA,NA,0.543205559683553,-0.0454814208395871,NA,NA,0.446941896024465,-0.305687971490721,NA,0.273895915405349,NA,NA,NA,NA,NA,NA,NA,-0.0182073723886795,0.982855510048576,NA,NA,0.0524466423737637,0.0622428666224287,NA,NA,NA,NA,NA,NA,NA,0.165797462442594,NA,NA,NA,-0.132698943846073,-0.229354667475544,0.265544232757347,0.458010835913312,0.0564276329437799,-0.08735253296322
1931,-0.0288236255653026,0.226173314111805,-0.446607911457266,0.160097769630309,-0.092115434166452,NA,0.717464492372435,0.0612145390070923,-0.213523965779913,-0.0705740181268881,0.452852652633584,-0.0238476953907816,-0.183802756613304,2.28068268290032,-0.0905440218214882,0.0533786877739256,0.299057457798605,0.87346357104685,-0.412480015503125,NA,NA,NA,-0.203566965807111,NA,NA,NA,0.418444344740384,-0.214482787894223,NA,NA,0.201419398445421,-0.349815327793167,NA,0.241809514149508,NA,NA,NA,NA,NA,NA,NA,0.0372606632010591,0.925721301411909,NA,NA,0.0888609936575052,0.0508385052158986,NA,NA,NA,NA,NA,NA,NA,0.1384508883932,NA,NA,NA,-0.182478344312464,-0.307742308247869,0.240710245578864,0.588722397476341,0.0093041802352627,-0.0204016576346828
1932,0.0426010261140255,0.296859338456398,-0.419302915867022,0.22702434177844,-0.0223838836038053,NA,0.538411488590417,0.0888182916461585,-0.202047862840814,-0.047488882542532,0.397754718668933,-0.0142843166030721,-0.129768172162187,2.25518457071754,-0.126184160666919,-0.0775702607554149,0.459920075223319,0.839363323361743,-0.358429926238145,NA,NA,NA,-0.23854380229401,NA,NA,NA,0.395401120138834,-0.260886402753873,NA,NA,0.00437956204379566,-0.371924408270184,NA,0.161585954080648,NA,NA,NA,NA,NA,NA,NA,0.155046896691836,0.737221243007127,NA,NA,0.149582959950369,0.108640585420771,NA,NA,NA,NA,NA,NA,NA,0.158251465996497,NA,NA,NA,-0.161526767292866,-0.350765942287139,0.254965488096915,0.780045351473923,0.0772555746140652,0.0246007569463676
1933,0.0501628664495114,0.407705479452055,-0.394449853943525,0.342952765849962,-0.0238112161489801,NA,0.4725350892393,0.133602138359081,-0.197517603532641,0.000539956803455756,0.224319507453014,-0.00777227241814826,-0.0472549019607843,1.6816112084063,-0.15233637804786,-0.118268457917097,0.622376300031516,0.806420233463035,-0.30454391701432,NA,NA,NA,-0.263301121848273,NA,NA,NA,0.468741193993801,-0.245800865800866,NA,NA,-0.2029501525941,-0.349854227405248,NA,0.214009980227851,NA,NA,NA,NA,NA,NA,NA,0.27181148955655,0.590293531312298,NA,NA,0.239704629366657,0.110804530932327,NA,NA,NA,NA,NA,NA,NA,0.191927512355849,NA,NA,NA,-0.127500279360823,-0.335630027776776,0.303413041935713,0.915954118873827,0.0624787313686789,0.00133137452942792
1934,0.0407965031568722,0.529329364384521,-0.329815856598763,0.502019198940748,-0.0530468778020874,NA,0.359613284252255,0.120924033762772,-0.185198687568356,0.0836000512098323,0.184196099929517,0.0314310971417346,0.108877539932631,1.49548180727709,-0.215566211729989,-0.123783350509561,0.665835100411625,0.776188016528926,-0.211479055974299,NA,NA,NA,-0.274629370629371,NA,NA,NA,0.37537727763908,-0.285934753718867,NA,NA,-0.241799169173471,-0.310200887033655,NA,0.274552557463432,NA,NA,NA,NA,NA,NA,NA,0.339338378993,0.45920327117279,NA,NA,0.366651792354604,0.0581875088917343,NA,NA,NA,NA,NA,NA,NA,0.236404160475483,NA,NA,NA,-0.095797351755901,-0.298913043478261,0.215215082315454,0.92089925062448,0.0177288294943254,-0.0501243895697042
1935,0.0409579367516119,0.749905553456744,-0.284680647886289,0.495886889460154,-0.233209333784241,NA,0.196774670809291,0.133866403126544,-0.219897166088724,0.0934292892730911,0.0906612635844538,0.117529081427998,0.232170132769357,1.06804438833145,-0.241943964545932,-0.12742611055395,0.542547521762302,0.612565196775723,-0.204807630340916,NA,0.183804914370812,NA,-0.293962518235888,NA,NA,NA,0.449489089343863,-0.42809285460923,NA,NA,-0.324451341166039,-0.313189189189189,NA,0.296676737160121,NA,NA,NA,NA,NA,NA,NA,0.335571649557024,0.430316091954023,NA,NA,0.382481588096751,0.0490126438414549,NA,NA,NA,NA,NA,NA,NA,0.174381599884276,NA,NA,NA,-0.168034655722754,-0.271644322403489,0.188986070618724,0.739952718676123,0.00471126665769275,-0.21328081035453
1936,0.214698374311434,0.845301827579842,-0.158622670934909,0.664105005440696,-0.265149456521739,NA,0.115848361652594,0.17854609929078,-0.110439289239882,0.198086540552294,0.116424269134714,0.241829371816638,0.348477583313354,1.04852587624953,-0.235849056603774,-0.0613077384523096,0.442379182156134,0.519118685976687,-0.1037104198633,NA,0.248794063079777,NA,-0.243749273171299,NA,NA,NA,0.444748436611711,-0.361578904132096,NA,NA,-0.245663046906682,-0.291723049165539,NA,0.380891283893593,NA,NA,NA,NA,NA,NA,NA,0.346933856695245,0.562410775246726,NA,NA,0.492156247548827,0.0204690831556503,NA,NA,NA,NA,NA,NA,NA,0.175295381310419,NA,NA,NA,-0.240833286540513,-0.217378219183972,0.212844503850805,0.756417679984559,0.00846774193548383,-0.223360655737705
